Address,Bedrooms,Bathrooms,Area,Year Built,Parking,Price,Location
6233 N  17th St,4 Beds,,"1,438 sqft",Year Built: 1925,1 Car Garage,"$189,900",Philadelphia
598 Alcott St,5 Beds,3 Baths,"2,150 sqft",Year Built: 1920,Open Parking,"$339,999",Philadelphia
8304 Bustleton Ave #A,1 Bed,2 Baths,"2,172 sqft",Year Built: 1955,Parking Lot,"$539,000",Philadelphia
3351-3349 B St   #C3350,3 Beds,1 Bath,"1,160 sqft",Year Built: 1935,Open Parking,"$129,000",Philadelphia
1900 John F Kennedy Blvd #1018,1 Bed,1 Bath,750 sqft (on 0.65 acres),Year Built: 1959,Garage,"$99,000",Philadelphia
1139 N  3rd St   #2,2 Beds,2 Baths,"1,057 sqft",Year Built: 2023,Open Parking,"$515,000",Philadelphia
6721 Mitchell St,4 Beds,2 Baths,"2,214 sqft (on 0.25 acres)",Year Built: 1940,5 Open Spaces,"$360,000",Philadelphia
774 S  Harshaw St,2 Beds,1 Bath,"1,008 sqft",Year Built: 1915,Open Parking,"$425,000",Philadelphia
1553 N  Marston St,11 Beds,,"4,420 sqft",Year Built: 1960,None,"$475,000",Philadelphia
2150 E  Hazzard St,4 Beds,5 Baths,"3,008 sqft",Year Built: 2020,Open Parking,"$610,000",Philadelphia
456 Markle St,2 Beds,,"2,652 sqft",Year Built: 1925,Open Parking,"$650,000",Philadelphia
Manor Model Plan in Torresdale Manor by Jim Roche Real Estate Team,4 Beds,3 Baths,"2,500 sqft",Year Built: 2023,No Info,"$575,000+",Philadelphia
Letterly Street Plan in Letterland Court by Jim Roche Real Estate Team,3 Beds,4 Baths,"3,020 sqft",Year Built: 2023,Garage,"$815,000+",Philadelphia
1529 S  Clarion St,3 Beds,2 Baths,"1,016 sqft",Year Built: 1920,Open Parking,"$469,000",Philadelphia
6252 Larchwood Ave,3 Beds,1 Bath,"1,200 sqft",Year Built: 1925,None,"$135,000",Philadelphia
5783 Dunlap St,3 Beds,3 Baths,"1,260 sqft",Year Built: 1925,1 Carport Spaces,"$320,000",Philadelphia
5712 W  Oxford St,4 Beds,3 Baths,"1,399 sqft",Year Built: 1925,Open Parking,"$319,900",Philadelphia
221 Pine St,5 Beds,5 Baths,"3,740 sqft",Year Built: 1746Year Renovated: 2016,Open Parking,"$1,229,000",Philadelphia
109 Rex Ave,3 Beds,2 Baths,"2,030 sqft",Year Built: 1884,Open Parking,"$800,000",Philadelphia
6915 Stenton Ave,3 Beds,1 Bath,"1,292 sqft",Year Built: 1925,2 Open Spaces,"$220,000",Philadelphia
3026 N  Judson St,,,,,No Info,"$15,000",Philadelphia
3352 N  Sydenham St,,,,,No Info,"$45,000",Philadelphia
182 W  Maplewood Ave,5 Beds,3 Baths,"3,654 sqft",Year Built: 1890,2 Open Spaces,"$499,000",Philadelphia
1829 W  Butler St,3 Beds,2 Baths,"1,348 sqft",Year Built: 1930Year Renovated: 2023,Open Parking,"$212,900",Philadelphia
731 N  16th St,4 Beds,3 Baths,"2,484 sqft",Year Built: 1920Year Renovated: 2007,Open Parking,"$725,000",Philadelphia
866 N  23rd St,13 Beds,,"3,490 sqft",Year Built: 1920Year Renovated: 2023,Open Parking,"$1,200,000",Philadelphia
2450 N  20th St,5 Beds,4 Baths,"2,220 sqft",Year Built: 1920,Open Parking,"$300,000",Philadelphia
1722 Stenton Ave,4 Beds,3 Baths,"1,722 sqft",Year Built: 1925,No Info,"$190,000",Philadelphia
5630 N  18th St,3 Beds,3 Baths,"1,306 sqft",Year Built: 1929,Open Parking,"$175,000",Philadelphia
5753 N  Woodstock St,3 Beds,1 Bath,960 sqft,Year Built: 1925,Open Parking,"$129,900",Philadelphia
5759 N  Woodstock St,3 Beds,1 Bath,960 sqft,Year Built: 1925,Open Parking,"$129,900",Philadelphia
5713 N  Lambert St,3 Beds,1 Bath,960 sqft,Year Built: 1920,Open Parking,"$129,900",Philadelphia
5729 N  Beechwood St,3 Beds,1 Bath,926 sqft,Year Built: 1905,Open Parking,"$129,900",Philadelphia
1445 E  Montgomery Ave,2 Beds,3 Baths,"1,705 sqft",Year Built: 1920,Garage,"$849,900",Philadelphia
1915 N  Mascher St,3 Beds,2 Baths,"1,034 sqft",Year Built: 1925,Open Parking,"$429,900",Philadelphia
2012 N  Bodine St,4 Beds,3 Baths,"1,900 sqft",Year Built: 2023,None,"$389,000",Philadelphia
7916 Ridge Ave,5 Beds,2 Baths,"2,724 sqft",Year Built: 1900,Garage,"$324,000",Philadelphia
3032 Memphis St,3 Beds,2 Baths,"1,036 sqft",Year Built: 1925,None,"$175,000",Philadelphia
2603 S  18th St,3 Beds,3 Baths,"1,694 sqft",Year Built: 1920,Open Parking,"$339,999",Philadelphia
1444 N  29th St,3 Beds,2 Baths,"1,280 sqft",Year Built: 1925,Open Parking,"$196,000",Philadelphia
2557 Sepviva St,3 Beds,1 Bath,"1,260 sqft",Year Built: 1920,Open Parking,"$339,900",Philadelphia
2164 E  York St,4 Beds,2 Baths,"2,232 sqft",Year Built: 1875,Open Parking,"$675,000",Philadelphia
2215 E  Boston St,4 Beds,2 Baths,"1,760 sqft",Year Built: 1920,Open Parking,"$525,000",Philadelphia
2432 Arlington St,,,,,No Info,"$45,000",Philadelphia
2225 W  Norris St,,,,,No Info,"$45,000",Philadelphia
2538 Cecil B Moore Ave,3 Beds,2 Baths,"1,380 sqft",Year Built: 1915,Open Parking,"$269,000",Philadelphia
947 Carver St,3 Beds,1 Bath,"1,100 sqft",Year Built: 1946,1 Car Garage,"$189,900",Philadelphia
5130 F St,3 Beds,2 Baths,"1,260 sqft",Year Built: 1947,2 Open Spaces,"$279,900",Philadelphia
2058 Morris St,,,,,No Info,"$80,000",Philadelphia
2134 S  10th St,4 Beds,6 Baths,"2,454 sqft",Year Built: 1915,Open Parking,"$590,000",Philadelphia
2825 S  7th St,2 Beds,2 Baths,808 sqft,Year Built: 1920,1 Open Spaces,"$285,000",Philadelphia
2057 S  Alden St,3 Beds,2 Baths,"1,559 sqft",Year Built: 1925,Open Parking,"$239,900",Philadelphia
6024 Buist Ave,3 Beds,1 Bath,"1,248 sqft",Year Built: 1925,1 Car Garage,"$179,900",Philadelphia
6859 Upland St,3 Beds,2 Baths,"1,440 sqft",Year Built: 1920,Open Parking,"$230,000",Philadelphia
6822 Paschall Ave,4 Beds,3 Baths,"2,635 sqft",Year Built: 1925Year Renovated: 2022,6 Open Spaces,"$299,999",Philadelphia
5550 Torresdale Ave,2 Beds,,"1,140 sqft",Year Built: 1920,Open Parking,"$169,000",Philadelphia
6558 Vandike St,3 Beds,2 Baths,"2,085 sqft",Year Built: 1935,Open Parking,"$195,000",Philadelphia
4726 Princeton Ave,3 Beds,3 Baths,"1,280 sqft",Year Built: 1930Year Renovated: 2023,Open Parking,"$275,000",Philadelphia
4732 N  Mascher St,5 Beds,3 Baths,"2,542 sqft",Year Built: 1930,4 Open Spaces,"$349,999",Philadelphia
43 N  Ruby St,3 Beds,2 Baths,"1,310 sqft",Year Built: 1925Year Renovated: 2023,Open Parking,"$199,000",Philadelphia
5149 Reno St,Studio,,,Year Built: 1940,Open Parking,"$39,000",Philadelphia
207 S  49th St,8 Beds,5 Baths,"2,040 sqft",Year Built: 1925,Open Parking,"$699,000",Philadelphia
825 S  Alden St,3 Beds,3 Baths,"1,600 sqft",Year Built: 1925,No Info,"$249,000",Philadelphia
3110 Tasker St,3 Beds,1 Bath,960 sqft,Year Built: 1920,None,"$150,000",Philadelphia
3112 Tasker St,3 Beds,1 Bath,960 sqft,Year Built: 1920,None,"$145,000",Philadelphia
1910 S  Croskey St,3 Beds,1 Bath,"1,020 sqft",Year Built: 1920,Open Parking,"$165,000",Philadelphia
1713 N  Ruby St,4 Beds,3 Baths,"1,726 sqft",Year Built: 1925,1 Car Garage,"$299,900",Philadelphia
5403 Woodcrest Ave,6 Beds,4 Baths,"2,880 sqft",Year Built: 1925,1 Car Garage,"$270,000",Philadelphia
1301 Wellington St,3 Beds,3 Baths,"1,550 sqft",Year Built: 1923,Garage,"$325,000",Philadelphia
6601 Eastwood St,4 Beds,2 Baths,"1,680 sqft",Year Built: 1950,1 Open Spaces,"$319,900",Philadelphia
3209 Hellerman St,3 Beds,1 Bath,"1,170 sqft",Year Built: 1950,2 Car Garage,"$249,000",Philadelphia
3141 Fanshawe St,3 Beds,2 Baths,"1,440 sqft",Year Built: 1950,Open Parking,"$268,000",Philadelphia
4150 Stirling St,3 Beds,1 Bath,"1,200 sqft",Year Built: 1950,1 Car Garage,"$220,000",Philadelphia
2833 Holme Ave,3 Beds,2 Baths,"1,087 sqft",Year Built: 1956,Garage,"$338,000",Philadelphia
304 Maple Ave,3 Beds,2 Baths,"1,813 sqft",Year Built: 1967,2 Open Spaces,"$512,000",Philadelphia
13001 Trina Dr,3 Beds,3 Baths,"1,680 sqft",Year Built: 1980,1 Car Garage,"$325,000",Philadelphia
5535 Locust St,3 Beds,3 Baths,"1,696 sqft",Year Built: 1925Year Renovated: 2023,Open Parking,"$275,000",Philadelphia
125 W  Chew Ave,3 Beds,2 Baths,"1,904 sqft",Year Built: 1925,Open Parking,"$249,900",Philadelphia
316 Queen St,3 Beds,3 Baths,"1,953 sqft",Year Built: 1988,1 Car Garage,"$800,000",Philadelphia
1739 Wallace St #102,2 Beds,2 Baths,974 sqft,Year Built: 1900,1 Open Spaces,"$499,900",Philadelphia
403 E  Evergreen Ave #C,2 Beds,3 Baths,"1,504 sqft",Year Built: 1883Year Renovated: 1985,Garage,"$549,000",Philadelphia
107 W  Shunk St,3 Beds,1 Bath,942 sqft,Year Built: 1982,Open Parking,"$375,000",Philadelphia
1601 Locust St #1800,2 Beds,2 Baths,"2,300 sqft",Year Built: 1929Year Renovated: 2010,None,"$1,950,000",Philadelphia
710 S  Bancroft St,3 Beds,3 Baths,"1,650 sqft",Year Built: 2010,Open Parking,"$649,900",Philadelphia
1940 E  Firth St,3 Beds,3 Baths,"1,920 sqft",Year Built: 2023,Open Parking,"$449,000",Philadelphia
2134 N  21st St,,,,,No Info,"$45,000",Philadelphia
2128 N  Marshall St,,,,,No Info,"$115,000",Philadelphia
2124 N  Marshall St,,,,,No Info,"$115,000",Philadelphia
2154 N  21st St,,,,,No Info,"$45,000",Philadelphia
3616 Janney St,,,,,No Info,"$1,300,000",Philadelphia
334 S  19th St,3 Beds,3 Baths,"1,850 sqft",Year Built: 1848,None,"$1,100,000",Philadelphia
1942 E  Firth St,3 Beds,3 Baths,"1,920 sqft",Year Built: 2023,Open Parking,"$449,000",Philadelphia
1460 N  56th St,2 Beds,3 Baths,"1,546 sqft",Year Built: 1920Year Renovated: 2019,Open Parking,"$224,900",Philadelphia
4614 Spruce St,6 Beds,,"3,360 sqft",Year Built: 1904,Open Parking,"$839,000",Philadelphia
846 N  15th St #B,2 Beds,2 Baths,"1,241 sqft",Year Built: 2011,Open Parking,"$370,000",Philadelphia
1740 N  Hope St   #18,3 Beds,3 Baths,"2,673 sqft",Year Built: 2021,1 Car Garage,"$759,900",Philadelphia
717 S  Columbus Blvd #1113,2 Beds,2 Baths,"1,293 sqft",Year Built: 1995,No Info,"$526,500",Philadelphia
1901 John F Kennedy Blvd #2915,1 Bed,1 Bath,871 sqft,Year Built: 1967,No Info,"$190,000",Philadelphia
5511-5513 Baltimore Ave,,,,,No Info,"$150,000",Philadelphia
4246 N  Broad St,,,,,No Info,"$599,900",Philadelphia
2527 W  Seybert St,2 Beds,1 Bath,896 sqft,Year Built: 1920Year Renovated: 2023,Open Parking,"$300,000",Philadelphia
3003 Gaul St,,,,,No Info,"$995,000",Philadelphia
866 N  23rd St   #2,2 Beds,2 Baths,"3,492 sqft",Year Built: 1920Year Renovated: 2023,Open Parking,"$350,000",Philadelphia
2327 N  Park Ave,14 Beds,18 Baths,"3,720 sqft",Year Built: 2011,Open Parking,"$469,900",Philadelphia
2429 Locust St   #515,1 Bed,1 Bath,705 sqft,Year Built: 1900,None,"$340,000",Philadelphia
627 S  42nd St,5 Beds,4 Baths,"2,400 sqft",Year Built: 1915,Open Parking,"$595,000",Philadelphia
Jameson Model Plan in Regent Row by Jim Roche Real Estate Team,3 Beds,3 Baths,"2,673 sqft",Year Built: 2023,Garage,"$759,900+",Philadelphia
1235 S  2nd St,3 Beds,2 Baths,"1,344 sqft",Year Built: 1915,Open Parking,"$349,000",Philadelphia
1137 S  10th St,4 Beds,3 Baths,"2,016 sqft",Year Built: 1915,Open Parking,"$625,000",Philadelphia
35 E  Willow Grove Ave,5 Beds,4 Baths,"2,600 sqft",Year Built: 1925Year Renovated: 2023,Open Parking,"$1,035,555",Philadelphia
5525 Ardleigh St,3 Beds,1 Bath,948 sqft,Year Built: 1900,Open Parking,"$189,900",Philadelphia
5346 N  Carlisle St,3 Beds,2 Baths,"1,646 sqft",Year Built: 1908,No Info,"$249,999",Philadelphia
6317 N  Beechwood St,3 Beds,1 Bath,900 sqft,Year Built: 1925,Open Parking,"$90,000",Philadelphia
809 E  Thompson St,3 Beds,2 Baths,"1,800 sqft",Year Built: 1925Year Renovated: 2023,Open Parking,"$599,000",Philadelphia
511 W  York St,,,,,No Info,"$77,000",Philadelphia
4646 Silverwood St,3 Beds,2 Baths,"1,024 sqft",Year Built: 1950,Open Parking,"$360,000",Philadelphia
429 Hermitage St,3 Beds,2 Baths,"2,025 sqft",Year Built: 1930,Open Parking,"$380,000",Philadelphia
314 E  Upsal St,3 Beds,1 Bath,960 sqft,Year Built: 1925,Open Parking,"$198,000",Philadelphia
2707 E  Monmouth St,3 Beds,3 Baths,"1,330 sqft",Year Built: 1965Year Renovated: 2023,Open Parking,"$415,000",Philadelphia
2560 Cedar St,3 Beds,2 Baths,"1,300 sqft",Year Built: 1925,Open Parking,"$350,000",Philadelphia
1962 N  Patton St,Studio,,918 sqft,Year Built: 1915,Open Parking,"$72,000",Philadelphia
2819 W  Oxford St,5 Beds,,"1,963 sqft",Year Built: 1915Year Renovated: 2023,Open Parking,"$610,000",Philadelphia
4349 Malta St,3 Beds,2 Baths,"1,120 sqft",Year Built: 1925,Open Parking,"$259,999",Philadelphia
1310 N  60th St,3 Beds,2 Baths,"1,512 sqft",Year Built: 1925,Open Parking,"$205,000",Philadelphia
3424 Indian Queen Ln,3 Beds,2 Baths,"1,120 sqft",Year Built: 1939,None,"$350,000",Philadelphia
1223 Emily St,3 Beds,1 Bath,784 sqft,Year Built: 1920,None,"$209,900",Philadelphia
2412 S  Edgewood St,3 Beds,1 Bath,870 sqft,Year Built: 1925,Open Parking,"$100,000",Philadelphia
811 W  Schiller St,2 Beds,1 Bath,808 sqft,Year Built: 1942,None,"$95,000",Philadelphia
5511 Pemberton St,3 Beds,3 Baths,"1,194 sqft",Year Built: 1925,Open Parking,"$274,990",Philadelphia
2110 McClellan St,3 Beds,1 Bath,"1,104 sqft",Year Built: 1920,Open Parking,"$225,000",Philadelphia
4846 N  8th St,3 Beds,2 Baths,"1,370 sqft",Year Built: 1935,1 Car Garage,"$254,900",Philadelphia
5151 N  8th St,3 Beds,1 Bath,"1,008 sqft",Year Built: 1935,Open Parking,"$111,000",Philadelphia
1255 S  Ruby St,2 Beds,1 Bath,918 sqft,Year Built: 1925,Open Parking,"$131,900",Philadelphia
1721 S  53rd St,3 Beds,2 Baths,"1,176 sqft",Year Built: 1925,Open Parking,"$90,000",Philadelphia
5043 Diamond St,3 Beds,2 Baths,"1,428 sqft",Year Built: 1925,1 Car Garage,"$309,000",Philadelphia
1741 Georges Ln,3 Beds,2 Baths,"1,609 sqft",Year Built: 1925,Open Parking,"$239,900",Philadelphia
1207 Passmore St,3 Beds,1 Bath,,Year Built: 1965,Open Parking,"$239,900",Philadelphia
4131 Gilham St,3 Beds,1 Bath,960 sqft,Year Built: 1950,1 Car Garage,"$174,900",Philadelphia
5449 Irving St,3 Beds,1 Bath,"1,530 sqft",Year Built: 1925,Open Parking,"$190,000",Philadelphia
7007 N  Broad St,4 Beds,3 Baths,"1,954 sqft",Year Built: 1940,1 Car Garage,"$279,000",Philadelphia
312-14 Loney St,5 Beds,2 Baths,"2,250 sqft (on 0.29 acres)",Year Built: 1912,Open Parking,"$350,000",Philadelphia
4719 Loring St,3 Beds,3 Baths,"1,260 sqft",Year Built: 1953,None,"$145,000",Philadelphia
10814 Modena Ter,3 Beds,2 Baths,"1,449 sqft",Year Built: 1972,1 Car Garage,"$280,000",Philadelphia
2026 E  Allegheny Ave,7 Beds,5 Baths,"3,300 sqft",Year Built: 1925,Open Parking,"$519,000",Philadelphia
2619 Potter St,,,,,No Info,"$59,000",Philadelphia
2154 N  Randolph St,3 Beds,3 Baths,"2,100 sqft",Year Built: 2023,Open Parking,"$399,900",Philadelphia
2502 N  Lee St,,,,,No Info,"$85,000",Philadelphia
1215 N  27th St,7 Beds,7 Baths,"3,144 sqft",Year Built: 2017,Open Parking,"$999,000",Philadelphia
314 Green Ln,3 Beds,4 Baths,"2,500 sqft",Year Built: 2012,2 Car Garage,"$560,000",Philadelphia
286 Parker Ave #G,3 Beds,3 Baths,"2,285 sqft",Year Built: 2015,1 Car Garage,"$625,000",Philadelphia
808 Carpenter St #C,3 Beds,4 Baths,"2,800 sqft",Year Built: 2014,Garage,"$899,900",Philadelphia
2623 Potter St,,,,,No Info,"$59,000",Philadelphia
643 N  Sydenham St,3 Beds,3 Baths,"2,226 sqft",Year Built: 2014,1 Car Garage,"$999,000",Philadelphia
302 Leverington Ave #B,4 Beds,3 Baths,"2,900 sqft",Year Built: 2021,1 Car Garage,"$724,900",Philadelphia
840 N  19th St #A,4 Beds,3 Baths,"2,565 sqft",Year Built: 2017,1 Car Garage,"$674,000",Philadelphia
219 S  18th St   #211,3 Beds,2 Baths,"1,435 sqft",Year Built: 1900,None,"$1,195,000",Philadelphia
2101 Chestnut St   #901,Studio,1 Bath,416 sqft,Year Built: 1900,None,"$159,000",Philadelphia
1004 W  Thayer St,,,,,No Info,"$64,900",Philadelphia
11 Single Family Portfolio,3 Beds,2 Baths,,Year Built: 1925,Open Parking,"$950,000",Philadelphia
2100 Lombard St,5 Beds,7 Baths,"4,500 sqft",Year Built: 2023,2 Car Garage,"$3,750,000",Philadelphia
1414 S  Penn Sq   #14B,3 Beds,4 Baths,"2,046 sqft",Year Built: 2009,Garage,"$1,670,000",Philadelphia
Letterly Street #2 Plan in Letterland Court by Jim Roche Real Estate Team,3 Beds,4 Baths,"3,020 sqft",Year Built: 2023,Garage,"$815,000+",Philadelphia
McKean Plan in Toll Brothers at Northbank by Toll Brothers,3 Beds,3 Baths,"2,406 sqft",Year Built: 2023,No Info,"$794,995+",Philadelphia
5821 Hoffman Ave,4 Beds,3 Baths,"1,640 sqft",Year Built: 1925,1 Car Garage,"$390,000",Philadelphia
25 N  Yewdall St,3 Beds,1 Bath,"1,036 sqft",Year Built: 1925,Open Parking,"$165,000",Philadelphia
4279 Mantua Ave,,,,,No Info,"$149,000",Philadelphia
840 N  43rd St,,,,,No Info,"$80,000",Philadelphia
3051 N  Swanson St,2 Beds,1 Bath,980 sqft,Year Built: 1920,Open Parking,"$37,500",Philadelphia
1642 W  Juniata St,2 Beds,1 Bath,"1,090 sqft",Year Built: 1930,Open Parking,"$170,000",Philadelphia
1865 Conlyn St,5 Beds,4 Baths,"1,432 sqft",Year Built: 1954,1 Car Garage,"$299,900",Philadelphia
1605 Germantown Ave,3 Beds,3 Baths,"1,200 sqft",Year Built: 1920Year Renovated: 2022,Open Parking,"$350,000",Philadelphia
1931 N  Mascher St,3 Beds,1 Bath,"1,034 sqft",Year Built: 1925,Open Parking,"$239,900",Philadelphia
335 Glen Echo Rd,3 Beds,2 Baths,"1,360 sqft",Year Built: 1953,1 Car Garage,"$234,900",Philadelphia
4408 E  Wingohocking St,3 Beds,1 Bath,972 sqft,Year Built: 1930,2 Open Spaces,"$140,000",Philadelphia
2139 E  Auburn St,3 Beds,2 Baths,"1,050 sqft",Year Built: 1920Year Renovated: 2021,Open Parking,"$260,000",Philadelphia
2052 E  Stella St,3 Beds,2 Baths,"1,032 sqft",Year Built: 1920,Open Parking,"$180,000",Philadelphia
1902 Durfor St,3 Beds,2 Baths,"1,050 sqft",Year Built: 1920,Open Parking,"$275,000",Philadelphia
4207 Ranstead St,2 Beds,1 Bath,550 sqft,Year Built: 1920,Open Parking,"$254,900",Philadelphia
1023 S  Cleveland St,2 Beds,,896 sqft,Year Built: 1920,Open Parking,"$240,000",Philadelphia
2231 Pemberton St,4 Beds,3 Baths,"2,350 sqft",Year Built: 2023,Open Parking,"$1,100,000",Philadelphia
2610 Catharine St,3 Beds,3 Baths,"1,700 sqft",Year Built: 1925Year Renovated: 2018,Open Parking,"$540,000",Philadelphia
2305 E  Sergeant St,3 Beds,3 Baths,"1,980 sqft",Year Built: 1875,Garage,"$669,900",Philadelphia
2136 N  27th St,5 Beds,2 Baths,"1,485 sqft",Year Built: 1915,Open Parking,"$135,000",Philadelphia
1236 E  Cayuga St,2 Beds,1 Bath,720 sqft,Year Built: 1925,1 Car Garage,"$179,900",Philadelphia
423 Gilham St,3 Beds,2 Baths,"1,650 sqft",Year Built: 1925,Garage,"$239,000",Philadelphia
1521 S  19th St,3 Beds,3 Baths,"1,450 sqft",Year Built: 1925Year Renovated: 2023,Open Parking,"$444,900",Philadelphia
815 Jackson St,3 Beds,2 Baths,"1,250 sqft",Year Built: 1925,Open Parking,"$245,000",Philadelphia
8405 Crane St,3 Beds,2 Baths,"1,488 sqft",Year Built: 1920,2 Open Spaces,"$209,000",Philadelphia
2033 E  Sanger St,3 Beds,1 Bath,"1,084 sqft",Year Built: 1935,1 Car Garage,"$210,000",Philadelphia
4516 Robbins Ave,3 Beds,2 Baths,"1,318 sqft",Year Built: 1950,1 Open Spaces,"$234,900",Philadelphia
4202 Shelmire Ave,5 Beds,2 Baths,"1,204 sqft",Year Built: 1950,1 Open Spaces,"$243,999",Philadelphia
5147 Reno St,,,,,No Info,"$39,000",Philadelphia
2032 McKean St,3 Beds,3 Baths,"1,440 sqft",Year Built: 1920,Open Parking,"$349,000",Philadelphia
2013 S  Bancroft St,3 Beds,1 Bath,816 sqft,Year Built: 1920,None,"$189,900",Philadelphia
2027 S  Bucknell St,3 Beds,1 Bath,"1,248 sqft",Year Built: 1920,Open Parking,"$289,900",Philadelphia
1103 E  Durham St,3 Beds,4 Baths,"1,934 sqft",Year Built: 1950,1 Car Garage,"$385,000",Philadelphia
1156 S  53rd St,3 Beds,1 Bath,"1,140 sqft",Year Built: 1925,Open Parking,"$160,000",Philadelphia
1419 S  Vogdes St,,,,,No Info,"$49,000",Philadelphia
2308 N  50th St,5 Beds,5 Baths,"3,150 sqft",Year Built: 1925,1 Car Garage,"$480,000",Philadelphia
111 E  Colonial St,3 Beds,2 Baths,"1,184 sqft",Year Built: 1959,1 Car Garage,"$250,000",Philadelphia
6208 Cardiff St,3 Beds,1 Bath,"1,120 sqft",Year Built: 1950,Open Parking,"$239,900",Philadelphia
1903 Spruce St #3F,2 Beds,3 Baths,"1,716 sqft",Year Built: 1900,None,"$595,000",Philadelphia
2101-17 Chestnut St #1602,Studio,1 Bath,406 sqft,Year Built: 1956,Open Parking,"$169,900",Philadelphia
1324 Locust St #616,Studio,1 Bath,335 sqft,Year Built: 1900,Open Parking,"$89,900",Philadelphia
2916 W  Oxford St,4 Beds,4 Baths,"2,650 sqft",Year Built: 2023,Open Parking,"$500,000",Philadelphia
661 Brooklyn St,,,,,No Info,"$180,000",Philadelphia
5144 Ranstead St,,,,,No Info,"$90,000",Philadelphia
2200 N  7th St,,,,,No Info,"$149,000",Philadelphia
939 N  40th St,,,,,No Info,"$170,000",Philadelphia
442 N  Wilton St,,,,,No Info,"$49,000",Philadelphia
817 N  39th St,,,,,No Info,"$180,000",Philadelphia
3715 Fairmount Ave,,,,,No Info,"$180,000",Philadelphia
115 S VAN PELT St,3 Beds,4 Baths,"2,682 sqft",Year Built: 2015,1 Car Garage,"$2,250,000",Philadelphia
4500 Salmon St,3 Beds,3 Baths,"2,502 sqft",Year Built: 1920,Open Parking,"$465,322",Philadelphia
308 Reed St   #1,2 Beds,1 Bath,"1,250 sqft",Year Built: 2023,1 Parking Spaces,"$575,000",Philadelphia
2606 E  Hagert St,4 Beds,3 Baths,"3,100 sqft",Year Built: 2022,1 Car Garage,"$725,000",Philadelphia
6701 Cinnaminson Ct   #17,3 Beds,3 Baths,,,1 Car Garage,"$651,335",Philadelphia
428 W  Master St   #A2,3 Beds,3 Baths,"2,246 sqft",Year Built: 2023,1 Car Garage,"$669,000",Philadelphia
541 Foster St,4 Beds,,"1,584 sqft",Year Built: 1965,Open Parking,"$349,900",Philadelphia
1608 Ridge Ave  #402,2 Beds,1 Bath,910 sqft,Year Built: 2016,Open Parking,"$290,000",Philadelphia
130 Delancey St,4 Beds,6 Baths,"4,439 sqft",Year Built: 1800Year Renovated: 2017,1 Parking Spaces,"$2,600,000",Philadelphia
246 S  Farragut St,6 Beds,3 Baths,"2,240 sqft",Year Built: 1925,None,"$699,990",Philadelphia
Kahn Model Plan in Regent Row by Jim Roche Real Estate Team,3 Beds,3 Baths,"3,364 sqft",Year Built: 2023,Garage,"$949,900+",Philadelphia
1412 S  5th St,2 Beds,2 Baths,"2,372 sqft",Year Built: 1915,None,"$595,000",Philadelphia
6237 Delancey St,4 Beds,2 Baths,960 sqft,Year Built: 1925,Open Parking,"$165,000",Philadelphia
